StudyHours,ExtraParticipation,PapersPracticed,PreviousMarks,SleepingHours,PerformancePapersPracticedIndex
4,No,7,49,7,32
8,Yes,,76,8,73
,No,,54,4,25
6,Yes,,56,7,45
9,No,2,4,6,36
3,No,3,6,6,35
4,No,2,85,4,67
5,No,6,46,4,3
6,No,0,43,6,3
3,No,,64,5,42
6,No,,7,5,57
,Yes,3,63,8,37
5,No,4,74,8,62
6,Yes,8,76,5,68
7,Yes,0,43,7,34
3,Yes,2,63,6,39
5,No,2,77,4,63
2,No,7,86,9,62
6,No,5,53,5,43
8,No,5,74,5,67
8,No,3,75,4,68
4,Yes,0,52,5,35
3,No,0,83,8,64
4,No,,90,8,72
9,Yes,5,42,7,40
3,Yes,,86,4,67
3,No,7,54,8,35
2,No,3,44,6,7
9,No,6,6,9,64
4,No,5,52,5,3
8,Yes,9,5,4,44
5,Yes,3,,8,38
7,Yes,0,90,6,8
9,Yes,5,94,8,94
3,No,2,77,6,54
5,No,0,89,7,77
,Yes,6,98,4,70
7,No,8,96,4,84
5,No,5,,4,32
5,Yes,7,57,6,45
6,Yes,,88,4,74
2,No,,62,5,37
7,No,8,44,4,33
4,Yes,7,97,9,80
4,Yes,,76,9,57
9,Yes,9,63,4,6
4,No,4,70,5,5
,No,0,45,5,6
4,Yes,8,96,4,77
3,Yes,9,7,5,
3,No,5,75,6,55
7,Yes,8,90,4,82
2,Yes,,83,4,59
8,Yes,8,93,9,9
8,Yes,6,83,9,79
2,No,3,47,5,23
8,No,,53,7,46
9,No,4,77,5,7
5,Yes,2,54,8,4
2,No,0,7,7,49
9,Yes,5,62,4,58
,Yes,7,55,5,28
7,Yes,,69,4,60
,Yes,0,45,4,20
4,Yes,2,85,7,69
5,No,9,85,5,68
7,No,8,46,7,35
5,No,5,82,8,7
6,Yes,9,92,6,83
7,No,3,67,9,60
7,No,7,75,6,67
,Yes,3,59,5,34
,No,9,95,6,69
2,No,0,84,8,59
2,Yes,3,78,5,53
9,No,5,63,9,62
,Yes,8,84,8,60
5,No,4,74,4,57
2,Yes,,84,8,59
9,Yes,3,9,5,88
4,Yes,5,74,5,55
4,Yes,5,53,6,37
4,No,8,80,7,64
4,No,6,82,6,66
7,No,8,62,8,54
5,No,,73,5,57
3,Yes,8,9,9,69
5,Yes,4,86,6,7
6,Yes,3,49,8,37
9,Yes,6,63,9,63
3,Yes,0,,8,29
3,No,4,58,8,39
7,No,3,49,5,37
,Yes,6,,7,26
3,Yes,,4,6,20
6,Yes,4,88,6,79
7,Yes,5,65,6,62
,Yes,9,66,5,42
9,Yes,7,67,5,64
7,Yes,,43,5,32
2,Yes,9,70,9,48
8,Yes,3,56,7,52
6,Yes,9,86,4,73
5,Yes,0,6,7,45
,No,3,93,8,67
,No,5,76,8,53
2,Yes,7,60,9,40
2,No,7,90,9,70
8,Yes,9,75,8,72
7,Yes,8,64,5,59
3,Yes,8,85,9,64
,No,,9,8,68
2,Yes,6,68,7,46
3,Yes,6,54,6,34
,No,,89,7,64
7,No,,75,8,66
4,Yes,,80,5,60
,No,9,42,5,3
9,Yes,0,7,7,68
7,Yes,3,70,9,63
,No,3,67,7,39
9,No,8,9,5,86
9,No,,58,9,54
,Yes,9,49,5,25
8,Yes,4,66,4,64
9,No,,86,9,82
9,Yes,4,96,7,95
,No,8,67,6,40
9,Yes,5,53,6,
,Yes,4,4,5,8
7,No,6,63,9,54
3,No,8,8,8,65
6,No,8,56,9,47
3,Yes,0,84,7,65
8,No,2,44,8,42
3,Yes,4,74,8,55
8,Yes,8,87,7,8
9,No,9,89,9,9
,No,6,7,9,44
8,No,9,97,4,89
9,Yes,8,57,7,57
3,No,4,70,5,48
6,No,6,69,5,62
9,Yes,4,45,8,44
2,Yes,5,63,4,4
7,Yes,5,58,4,
6,Yes,0,96,9,84
6,Yes,2,9,5,80
5,No,9,96,4,80
2,Yes,9,44,5,25
,Yes,3,80,4,5
6,Yes,2,87,9,78
9,Yes,9,74,7,72
2,No,2,66,9,42
,Yes,,66,7,43
8,Yes,0,82,4,70
5,No,3,82,7,68
2,Yes,7,54,4,29
,Yes,9,48,6,24
7,Yes,,42,8,29
3,Yes,,53,5,32
9,Yes,8,65,9,66
,Yes,4,73,7,46
,No,2,40,9,
9,No,6,99,5,97
8,No,3,59,5,54
3,Yes,2,70,5,
,Yes,7,,5,24
2,No,0,73,6,48
8,No,0,63,9,57
7,Yes,8,48,9,4
2,No,6,43,8,2
3,No,0,40,4,7
8,No,3,62,9,57
9,Yes,2,65,8,6
9,No,5,63,9,64
8,Yes,,85,5,80
4,Yes,,96,4,80
6,No,9,96,8,88
6,No,2,77,8,62
5,Yes,,9,9,80
6,No,6,84,5,70
4,No,4,72,8,52
6,No,2,87,5,70
5,Yes,6,4,9,29
6,Yes,8,42,5,29
,Yes,9,70,6,47
8,Yes,0,57,7,52
9,Yes,2,92,7,89
8,No,,7,9,65
5,No,5,8,6,67
3,Yes,7,54,6,36
3,No,6,54,7,32
,No,5,87,7,62
9,Yes,6,92,9,9
6,Yes,5,80,5,67
6,Yes,8,60,6,5
9,Yes,5,83,6,82
9,No,3,57,9,57
3,Yes,3,94,9,74
3,No,7,8,8,62
4,Yes,5,84,4,7
,No,6,,6,22
8,Yes,9,73,4,68
7,No,0,74,8,7
9,No,3,64,4,59
,No,7,45,6,23
2,No,4,86,7,62
5,Yes,5,70,6,54
2,Yes,2,48,6,23
3,Yes,2,55,6,36
9,No,0,57,5,5
3,Yes,6,65,4,44
,No,4,95,7,72
3,Yes,5,90,4,64
9,Yes,2,83,4,78
3,Yes,3,88,8,68
8,No,6,54,4,47
5,Yes,8,79,5,65
5,Yes,2,72,9,58
7,Yes,5,80,7,72
7,No,9,98,6,90
2,No,9,73,8,52
,No,5,44,5,7
8,No,5,77,4,69
4,Yes,2,70,9,53
2,Yes,6,63,7,43
6,Yes,,62,5,48
,Yes,7,85,9,64
3,Yes,8,56,5,35
9,Yes,9,56,7,55
6,Yes,2,87,4,73
6,Yes,4,65,8,53
6,No,3,93,9,78
5,Yes,7,86,8,77
9,Yes,0,52,8,47
,Yes,5,76,6,54
6,No,7,9,6,83
,Yes,5,89,7,67
7,Yes,8,64,6,58
4,Yes,5,70,6,53
7,Yes,6,73,5,63
7,No,3,80,8,74
8,No,3,92,5,84
,No,7,58,6,34
9,Yes,6,56,6,53
2,Yes,2,80,7,60
4,Yes,2,67,6,5
4,Yes,0,74,5,57
7,Yes,7,99,6,96
3,No,5,,9,32
8,No,7,,8,46
6,Yes,8,64,8,56
2,No,4,53,4,28
9,Yes,5,98,4,0
4,Yes,4,8,6,62
7,No,,56,9,47
,Yes,2,63,9,39
6,Yes,9,8,7,70
5,No,2,45,7,33
8,Yes,0,63,5,57
3,Yes,7,43,6,23
3,Yes,,83,4,63
9,No,,58,9,53
,No,2,78,4,52
4,Yes,6,98,4,84
6,Yes,0,52,5,37
,No,5,94,4,67
4,Yes,9,56,9,40
6,No,5,86,8,73
4,Yes,0,89,4,72
3,Yes,3,70,8,48
7,No,4,86,6,76
8,Yes,,64,6,58
7,No,0,77,9,63
9,No,5,73,5,68
2,No,9,56,8,33
7,No,6,47,7,37
8,No,5,57,8,52
8,Yes,5,67,4,57
9,No,2,49,8,47
7,No,7,60,7,52
5,No,7,8,5,67
4,Yes,5,60,5,4
,No,9,46,9,23
8,No,6,63,6,55
7,Yes,7,65,8,59
7,No,9,4,6,30
8,No,,58,6,
4,Yes,4,63,5,46
2,No,9,84,8,60
8,No,8,48,9,43
8,No,4,44,8,40
6,Yes,5,99,8,87
2,Yes,7,83,8,64
6,No,0,83,5,72
9,Yes,,58,5,56
,No,,9,5,62
5,No,4,82,9,72
4,Yes,0,72,8,56
5,Yes,5,85,9,73
7,No,,4,5,33
7,Yes,0,64,7,56
5,No,9,65,4,
3,Yes,7,72,6,53
9,Yes,3,46,8,39
2,No,0,52,6,28
6,Yes,7,49,7,38
3,No,2,66,8,45
3,Yes,0,82,8,60
5,Yes,8,86,6,73
3,No,8,92,8,79
,Yes,5,88,4,64
,No,5,59,8,36
5,Yes,5,7,4,54
,Yes,5,98,5,73
7,No,2,42,8,34
3,Yes,2,72,9,53
9,Yes,7,6,4,57
,Yes,6,82,6,56
2,No,,72,4,
2,No,4,67,6,4
7,No,,75,4,65
8,Yes,7,7,8,67
3,Yes,,72,4,
5,No,5,79,8,65
,No,3,68,8,45
5,Yes,3,84,4,70
3,Yes,6,74,9,59
7,No,4,44,5,37
4,Yes,4,49,6,28
4,Yes,8,70,6,53
2,No,5,76,9,53
2,No,0,82,8,57
,No,8,72,7,
,No,6,40,5,3
7,Yes,9,65,8,55
9,No,3,87,4,86
5,Yes,2,89,5,76
2,Yes,6,99,6,79
2,No,8,7,4,46
,Yes,7,54,7,29
5,Yes,2,84,5,69
8,Yes,3,70,7,62
,Yes,,57,9,33
6,Yes,,4,9,33
,Yes,,95,8,67
,Yes,9,62,8,43
7,No,6,,5,42
8,Yes,7,99,6,9
5,No,7,85,9,73
8,No,8,62,6,53
8,No,7,47,8,39
4,No,6,5,9,30
6,Yes,7,88,5,77
2,Yes,4,67,4,40
6,No,0,42,5,25
9,No,9,93,8,92
4,No,6,66,8,47
2,No,6,5,6,24
5,No,3,79,4,65
9,Yes,,70,9,69
9,No,0,92,7,85
7,No,2,57,5,46
5,Yes,8,87,6,76
4,No,9,9,9,79
5,No,7,42,7,26
5,No,0,40,6,24
,Yes,6,40,7,2
2,Yes,9,54,4,30
5,Yes,6,74,4,60
6,Yes,6,60,9,48
3,No,2,53,6,3
7,Yes,9,89,6,82
4,Yes,2,83,7,62
4,Yes,7,55,9,40
2,No,6,92,9,7
2,Yes,9,78,5,56
,Yes,0,65,5,39
2,Yes,9,49,6,24
6,No,2,68,7,58
6,Yes,8,64,6,53
5,Yes,2,6,6,45
3,Yes,9,60,5,39
,No,6,95,8,72
3,No,8,44,8,24
8,Yes,7,59,5,58
9,Yes,3,87,7,87
2,No,2,74,6,53
,No,6,82,7,55
8,No,9,83,9,80
4,Yes,5,85,5,68
,No,8,67,8,42
6,Yes,7,44,7,34
7,No,3,76,7,64
,No,4,68,6,39
,No,0,57,5,30
9,Yes,6,69,5,66
7,No,2,82,9,72
7,No,2,56,9,49
6,No,2,98,8,88
4,No,8,68,8,52
2,No,3,77,9,58
9,Yes,0,85,4,82
8,Yes,6,5,4,40
3,Yes,2,69,6,48
4,No,8,86,6,69
7,No,2,62,4,
2,No,0,62,5,42
7,Yes,,55,9,44
4,Yes,9,93,6,75
2,Yes,,84,9,63
8,No,2,85,9,77
7,No,3,79,8,72
7,No,0,56,6,48
4,Yes,5,44,6,27
5,No,3,48,5,34
7,No,,72,8,59
9,No,,98,4,9
4,Yes,7,58,4,39
6,Yes,9,40,4,28
3,No,3,56,9,38
8,Yes,4,42,7,37
7,No,,93,6,8
3,Yes,0,97,8,75
8,Yes,8,79,6,7
9,No,8,48,9,44
5,No,5,66,5,5
9,No,6,98,7,97
9,No,8,82,5,80
6,Yes,5,86,7,75
9,No,9,56,6,55
3,No,6,80,5,60
9,Yes,6,66,9,65
2,Yes,3,74,8,52
2,No,6,6,5,34
5,Yes,9,93,4,77
6,No,7,95,8,86
9,Yes,8,45,6,42
,No,,80,7,56
9,No,2,95,4,90
9,No,3,68,9,64
6,No,2,93,6,79
2,Yes,6,8,7,60
7,Yes,9,40,8,33
,Yes,3,48,5,8
9,No,5,60,5,57
3,Yes,5,97,6,78
4,No,5,86,6,68
4,No,,48,5,30
7,Yes,0,6,8,52
9,No,2,76,9,75
,Yes,6,7,9,5
6,No,,99,4,84
,Yes,2,7,5,43
6,Yes,9,95,4,84
7,Yes,7,93,5,83
8,No,9,66,6,6
4,Yes,6,48,9,33
8,Yes,2,9,7,85
4,No,0,47,6,29
9,Yes,4,40,9,37
3,Yes,7,92,9,77
5,Yes,6,89,5,70
,No,5,88,8,63
8,Yes,9,56,4,46
7,No,3,55,4,43
9,Yes,3,62,5,60
7,No,2,67,5,59
3,No,8,53,8,34
4,No,6,59,9,46
3,No,,52,4,28
7,No,8,79,5,70
2,No,7,62,9,40
2,No,7,58,9,37
2,Yes,4,59,6,38
8,No,3,96,8,89
5,No,0,96,8,8
5,No,0,60,9,45
7,No,4,52,9,47
2,No,0,65,9,42
8,Yes,7,78,5,72
8,Yes,7,85,4,80
6,Yes,4,56,6,46
9,Yes,6,76,9,75
,No,9,98,7,74
7,No,9,47,6,38
2,No,5,89,6,68
7,Yes,7,80,9,75
6,No,4,70,7,59
2,Yes,9,54,6,28
5,No,,49,9,39
8,No,3,58,5,52
,Yes,2,93,9,66
2,No,5,94,7,70
2,No,5,60,4,35
6,Yes,4,64,4,53
4,Yes,2,60,8,45
8,No,7,75,9,67
9,No,8,,5,45
8,No,7,64,5,58
5,No,4,74,9,58
,No,3,74,8,46
9,No,7,85,8,82
4,No,3,99,9,85
9,No,4,55,4,49
9,No,3,84,4,77
9,No,9,85,7,88
5,No,5,95,9,83
8,No,7,85,6,79
7,Yes,4,59,5,53
3,No,9,67,7,48
3,Yes,7,52,4,32
2,No,0,64,8,40
8,Yes,6,47,8,42
8,No,2,44,4,36
6,No,5,63,5,49
5,Yes,3,68,5,56
8,Yes,3,58,5,5
7,Yes,5,42,7,34
9,No,3,48,4,42
2,No,4,63,6,40
5,No,4,62,7,45
9,Yes,5,94,7,93
2,No,2,60,8,40
7,Yes,8,42,6,35
7,No,2,60,7,52
4,No,3,63,9,45
2,Yes,2,40,4,
9,No,9,45,7,40
,Yes,,53,6,24
,No,5,69,8,42
4,No,8,49,4,3
4,No,3,,6,3
,No,2,46,7,20
,Yes,6,77,6,52
6,Yes,7,99,8,90
8,Yes,8,94,5,85
2,No,9,76,6,57
7,No,2,77,5,69
8,Yes,9,85,6,8
,Yes,7,67,7,4
8,No,4,7,9,68
,Yes,6,53,8,29
,No,2,60,5,33
6,Yes,0,93,8,86
6,No,,42,8,30
6,No,5,40,6,29
4,No,3,6,5,4
8,No,6,87,8,8
4,No,,62,8,45
7,Yes,3,60,9,52
,No,7,68,9,47
4,No,5,86,4,66
3,Yes,,70,8,47
,Yes,7,6,6,35
4,Yes,9,75,8,59
5,Yes,3,70,5,58
3,Yes,0,43,4,20
9,No,9,74,9,73
7,Yes,0,62,8,53
2,Yes,9,90,9,70
4,No,8,82,8,64
4,No,9,93,4,75
7,Yes,2,76,8,70
4,No,6,94,8,79
4,Yes,,96,6,8
3,Yes,4,66,4,43
6,No,6,74,4,6
4,No,8,83,7,64
,No,6,62,5,36
5,Yes,0,87,8,72
5,No,5,99,7,89
2,Yes,0,57,6,30
9,Yes,5,8,9,78
,Yes,,88,6,63
,No,8,44,8,2
6,Yes,,6,6,47
2,Yes,6,88,4,64
,No,4,7,4,44
7,No,4,65,7,5
,Yes,7,92,6,67
3,No,8,58,5,40
3,Yes,4,88,4,68
2,No,2,45,5,20
7,No,7,64,8,58
8,No,7,98,6,94
6,No,8,45,9,32
5,Yes,6,5,7,37
,Yes,0,74,7,5
6,No,5,82,7,70
8,Yes,4,8,9,75
3,Yes,4,95,4,78
7,Yes,5,88,7,8
3,No,8,87,6,63
2,Yes,,52,8,27
9,Yes,4,48,5,47
3,No,,64,7,43
6,Yes,9,49,8,4
8,Yes,9,87,4,85
4,Yes,6,62,4,4
4,Yes,9,56,5,42
3,No,6,94,4,75
,Yes,3,52,6,26
,Yes,6,96,5,72
4,Yes,,58,7,40
3,Yes,,89,4,68
9,No,7,44,5,43
7,No,,92,8,85
7,Yes,7,65,6,56
2,Yes,9,63,6,42
7,No,8,46,9,39
5,Yes,5,84,9,7
,No,5,99,7,76
9,No,,57,4,53
5,Yes,7,98,8,87
6,Yes,0,4,6,28
3,No,7,89,9,72
6,No,2,48,8,36
3,No,2,40,8,20
2,No,9,70,6,48
6,Yes,,88,4,72
6,No,2,79,5,65
8,No,,52,6,44
4,Yes,5,87,7,70
2,No,,8,6,59
4,Yes,9,84,6,64
5,No,0,4,5,25
,Yes,7,72,5,47
4,Yes,5,7,6,56
3,No,8,55,4,36
2,No,4,69,5,45
7,Yes,5,53,9,47
9,No,0,57,6,53
4,No,8,63,4,45
9,No,6,90,8,88
6,No,6,82,4,63
4,Yes,,69,5,
4,No,5,52,9,38
2,No,5,42,8,2
9,No,0,40,4,34
9,Yes,7,80,5,76
7,Yes,0,89,9,8
5,No,6,44,9,29
4,No,6,6,6,42
7,No,6,6,8,52
8,No,8,78,6,73
2,No,8,98,9,79
2,Yes,9,46,7,23
9,No,3,55,7,
6,No,3,6,5,49
2,No,8,98,8,78
3,Yes,9,47,6,30
5,Yes,8,75,5,60
4,Yes,9,96,6,8
4,Yes,,94,8,78
6,Yes,2,40,6,29
8,No,5,43,7,32
2,Yes,7,86,7,66
2,No,9,8,4,62
8,Yes,7,75,8,68
6,Yes,2,98,6,87
6,No,4,48,7,38
8,Yes,4,67,5,6
8,Yes,7,92,7,89
7,No,3,6,8,52
8,No,9,9,8,87
7,Yes,9,62,7,54
5,No,7,74,5,57
3,Yes,6,86,7,65
4,No,6,78,4,62
9,No,6,88,9,84
,Yes,7,76,9,53
4,No,7,89,6,7
7,Yes,6,93,8,86
4,Yes,0,52,7,32
7,No,3,42,7,37
,Yes,9,44,4,6
,Yes,8,63,7,34
,No,0,5,8,23
3,No,0,7,4,48
,Yes,,72,7,47
3,No,0,97,9,75
8,Yes,2,6,4,5
2,Yes,3,66,6,4
3,Yes,2,5,9,32
6,Yes,8,58,7,46
7,Yes,6,4,5,32
8,No,8,99,5,96
5,Yes,,9,8,78
2,No,9,57,5,35
9,Yes,6,54,8,52
7,No,6,7,8,63
5,Yes,,55,9,39
7,No,8,90,8,84
,No,4,68,4,40
6,Yes,3,60,4,49
,No,6,90,4,63
,No,8,54,4,27
5,No,4,70,4,57
3,No,8,69,7,48
4,No,0,47,6,27
6,Yes,3,82,9,7
5,No,3,46,6,29
3,No,3,84,9,65
3,No,,67,4,43
5,Yes,,68,7,54
,Yes,,48,9,25
4,Yes,5,93,6,72
4,Yes,2,7,4,52
2,No,6,57,9,35
3,No,4,,8,30
,No,,44,9,6
4,No,9,4,4,23
5,No,9,52,8,39
,Yes,,73,9,
5,No,8,88,4,73
2,No,9,64,6,42
4,No,9,54,8,38
,Yes,6,5,6,24
3,Yes,5,7,4,
9,No,3,90,7,9
,Yes,8,54,4,30
4,No,9,99,4,83
5,No,2,92,5,77
7,No,4,79,5,69
2,Yes,2,68,7,46
,Yes,7,44,5,7
7,Yes,2,45,7,34
9,No,0,73,7,72
3,No,5,90,9,73
7,Yes,7,69,5,6
8,No,7,98,6,92
5,No,0,43,6,30
4,No,6,95,9,79
8,Yes,7,69,7,62
,No,6,54,9,24
2,Yes,5,95,7,72
8,No,4,65,4,55
4,No,6,98,6,78
9,No,3,57,5,5
6,Yes,7,83,4,7
2,No,7,96,5,74
8,No,5,69,9,64
9,No,3,84,9,83
3,No,9,45,8,23
,No,,98,9,69
7,Yes,4,87,5,74
4,No,6,8,4,66
,Yes,5,88,8,62
9,Yes,5,7,9,69
,Yes,9,78,5,52
,No,7,93,7,68
8,No,7,74,7,68
2,No,4,52,5,24
4,No,6,45,6,27
8,Yes,4,96,6,90
5,Yes,9,65,6,5
3,Yes,6,82,8,63
9,No,9,53,7,52
2,Yes,8,52,8,33
5,No,9,62,6,48
4,Yes,9,63,5,49
4,No,7,83,5,66
3,No,6,54,4,34
8,Yes,6,45,4,42
7,No,7,49,7,39
9,Yes,3,58,7,5
4,Yes,4,70,8,55
7,Yes,0,46,8,36
2,Yes,,54,4,3
3,No,3,83,6,67
8,No,5,79,8,77
2,Yes,,99,8,77
5,Yes,8,69,7,57
7,Yes,9,72,6,65
4,Yes,,53,8,37
5,Yes,0,62,7,45
9,No,9,84,9,79
7,No,2,43,7,3
3,Yes,8,69,7,52
,Yes,6,7,5,45
2,Yes,0,90,7,67
5,No,3,88,7,77
5,Yes,8,56,5,42
7,Yes,,58,4,47
8,No,,97,8,9
7,No,,78,4,64
5,No,4,65,8,52
5,Yes,6,97,5,86
9,Yes,8,68,4,67
6,Yes,9,73,7,64
2,No,6,97,9,75
8,No,3,57,9,53
,Yes,7,92,9,69
2,Yes,8,76,9,58
5,Yes,6,66,8,
8,Yes,0,53,8,49
3,No,5,75,4,54
6,No,8,60,4,48
6,No,8,85,8,78
6,No,6,95,5,80
2,Yes,6,73,6,48
3,No,9,79,6,56
8,Yes,3,95,7,92
9,Yes,4,44,4,43
3,Yes,,70,7,46
5,No,8,94,8,8
5,Yes,9,40,6,27
6,No,6,74,6,6
4,Yes,2,64,7,48
4,Yes,5,97,5,80
,No,,9,6,63
5,Yes,0,99,6,82
9,No,5,82,9,80
9,No,2,7,5,64
,No,2,83,7,58
6,No,7,96,5,85
,No,5,83,7,59
2,Yes,,5,5,29
6,No,5,86,9,74
4,Yes,9,44,6,28
9,Yes,,4,8,36
3,No,0,79,6,58
4,No,9,86,8,68
6,Yes,9,66,5,59
9,No,2,58,6,57
9,No,6,57,8,54
3,Yes,0,49,4,30
3,No,5,83,4,62
7,No,0,84,7,74
9,No,3,5,9,
6,Yes,7,95,6,8
,Yes,6,57,6,32
2,No,9,87,6,60
3,No,9,94,7,70
3,No,2,53,6,3
4,No,9,94,5,75
8,No,3,55,8,49
3,No,0,98,9,80
5,Yes,0,72,5,56
6,Yes,0,57,9,43
,Yes,,58,7,34
9,No,5,83,7,80
9,Yes,2,58,6,55
4,Yes,0,42,7,23
6,Yes,2,6,7,5
9,Yes,7,68,7,63
9,Yes,4,57,5,54
5,No,8,76,4,6
3,Yes,,97,4,76
6,No,9,68,9,57
7,Yes,9,52,6,48
8,Yes,2,72,4,65
7,No,9,67,9,60
3,Yes,9,90,9,75
2,Yes,5,63,7,40
4,No,3,53,8,37
7,No,5,97,9,90
9,Yes,0,78,6,73
4,No,,62,7,4
4,No,,77,7,58
7,No,0,60,4,49
4,Yes,,85,7,69
6,Yes,7,68,8,54
7,No,7,83,9,75
4,No,0,74,9,60
7,Yes,3,57,4,47
,No,6,90,4,6
7,No,0,43,9,32
4,No,3,90,7,75
5,Yes,,54,5,35
9,No,5,64,7,63
5,Yes,6,48,8,35
7,No,8,47,8,4
6,No,,98,5,88
7,Yes,2,,7,42
3,No,4,54,8,39
5,Yes,3,42,6,27
9,Yes,3,84,5,80
7,Yes,6,57,8,
8,No,0,70,4,64
9,No,9,56,4,53
7,No,,65,4,53
2,Yes,8,52,9,28
8,No,5,90,7,87
5,Yes,9,86,7,73
7,No,7,85,6,76
3,Yes,3,6,6,4
8,No,8,68,8,64
9,No,,53,5,48
5,Yes,5,9,9,78
,No,0,83,7,54
8,No,6,56,7,47
6,No,4,83,4,72
4,No,8,65,5,49
9,No,4,43,7,40
3,Yes,6,43,6,25
3,Yes,4,57,7,35
6,Yes,0,98,6,84
9,Yes,4,45,7,43
6,Yes,6,63,9,55
2,Yes,8,96,7,77
6,No,6,84,6,75
5,Yes,8,92,7,77
7,Yes,3,43,4,3
5,No,6,68,9,57
2,Yes,6,88,6,65
2,No,7,5,7,28
,Yes,0,84,5,56
8,Yes,3,95,6,88
7,Yes,5,89,4,79
7,Yes,,96,6,87
4,Yes,4,98,8,80
2,No,0,55,4,32
2,No,8,56,5,33
4,No,0,8,7,6
2,No,9,5,6,27
8,Yes,7,59,4,54
3,Yes,4,60,8,43
7,Yes,3,49,7,38
8,Yes,2,75,5,67
5,Yes,0,63,8,49
2,No,6,98,9,78
8,No,0,86,4,78
8,No,0,93,9,85
3,Yes,6,56,7,34
8,No,3,40,7,33
,Yes,0,74,8,
7,Yes,0,46,9,39
7,Yes,5,45,7,36
4,No,3,97,4,77
8,No,8,84,5,78
3,No,6,80,7,59
,Yes,2,75,8,53
4,No,0,80,9,65
8,No,9,6,8,56
9,Yes,4,7,8,68
9,Yes,0,63,7,58
6,No,4,44,7,33
9,No,9,6,9,59
2,No,5,49,6,25
2,No,4,78,7,54
4,No,,64,9,47
,No,7,73,8,46
6,Yes,7,80,4,67
8,No,3,65,8,6
7,Yes,3,82,4,72
7,Yes,8,78,6,70
6,No,2,53,9,39
7,Yes,,64,9,57
,No,0,75,6,
6,No,5,69,9,55
,No,,56,8,26
7,Yes,,75,5,64
5,No,0,97,8,82
5,Yes,5,49,4,36
9,No,3,46,7,4
4,No,3,42,4,20
3,Yes,3,99,7,73
4,Yes,5,87,9,72
8,No,6,75,7,69
3,No,9,90,5,69
3,Yes,5,47,4,28
6,Yes,3,7,9,64
3,Yes,6,54,7,32
9,Yes,9,56,5,56
7,Yes,2,74,5,64
7,Yes,8,5,6,45
3,Yes,,60,8,37
8,Yes,8,63,4,59
9,Yes,6,6,5,59
8,Yes,6,49,9,42
8,Yes,,74,8,65
2,No,,90,8,64
7,No,,98,6,88
9,Yes,,75,4,67
8,Yes,5,57,8,52
3,No,3,64,5,45
6,Yes,,,6,43
5,Yes,0,60,4,46
2,Yes,9,97,7,76
9,No,9,9,4,93
4,Yes,9,80,8,63
6,Yes,7,90,9,84
,No,0,45,6,8
,Yes,6,69,8,48
2,No,,65,6,43
2,Yes,3,83,4,57
4,Yes,0,54,7,37
5,Yes,0,55,7,42
6,No,7,95,8,84
3,No,,97,7,78
9,Yes,9,5,6,49
4,Yes,5,46,4,28
4,Yes,3,98,4,78
2,No,9,86,5,65
7,Yes,9,68,4,60
3,No,5,72,6,52
4,No,6,99,6,82
9,Yes,0,78,6,73
3,Yes,0,97,9,79
2,No,6,97,7,75
3,Yes,8,99,7,77
4,No,5,80,5,63
5,Yes,,42,5,27
8,Yes,0,43,7,36
9,No,2,63,8,59
6,Yes,3,78,7,68
6,No,8,4,8,3
6,Yes,4,47,8,37
4,No,7,5,5,35
,No,7,44,8,2
7,Yes,8,6,6,54
5,No,0,89,8,76
4,No,4,62,8,44
7,No,4,80,8,75
3,Yes,4,80,7,6
9,Yes,6,43,6,40
5,No,5,75,8,6
9,No,5,43,6,4
5,Yes,5,42,5,27
7,No,9,42,7,36
3,No,9,80,5,60
4,No,3,40,9,27
4,No,0,6,9,43
9,Yes,6,43,8,4
3,No,,57,8,38
9,Yes,2,88,6,83
3,Yes,9,76,5,56
7,Yes,7,6,4,55
5,No,0,60,8,46
9,Yes,8,98,4,95
9,Yes,9,95,5,95
2,Yes,8,94,6,72
5,No,3,83,4,68
6,No,2,79,7,64
2,Yes,9,97,5,77
9,No,7,97,9,97
6,Yes,7,90,4,74
5,No,6,54,8,37
5,No,3,80,5,63
3,Yes,7,55,4,36
4,No,0,53,5,32
,Yes,,97,4,70
6,No,0,59,9,49
2,Yes,6,6,7,40
4,Yes,0,49,4,32
6,Yes,8,62,4,48
7,No,5,98,8,9
3,Yes,2,97,4,77
7,No,5,58,5,49
3,No,6,94,5,75
5,No,,75,4,59
6,No,6,43,8,29
9,Yes,6,88,7,86
6,Yes,3,46,7,35
9,No,7,53,9,56
2,Yes,5,88,8,67
,No,2,55,6,28
2,Yes,8,43,7,26
9,No,5,63,4,6
6,Yes,,44,5,29
,No,9,64,5,38
,No,8,88,6,63
7,No,0,67,8,56
,No,2,60,5,37
8,Yes,3,58,5,54
3,No,,48,7,26
5,Yes,3,87,4,73
6,No,4,63,7,5
3,Yes,6,67,5,49
,No,2,8,5,58
2,No,2,65,7,43
6,No,5,69,4,57
,No,7,89,4,65
7,Yes,6,43,8,38
,Yes,0,75,8,52
4,Yes,9,5,8,37
2,Yes,8,9,8,70
2,Yes,6,97,8,76
5,Yes,,80,7,67
4,No,0,49,5,30
8,No,7,84,7,78
5,Yes,2,59,6,44
5,No,4,65,4,49
2,Yes,6,48,5,22
8,Yes,8,72,7,66
7,Yes,0,65,5,55
5,No,9,54,5,4
8,No,3,70,8,64
5,No,7,83,6,7
5,No,3,70,6,54
3,No,8,66,7,45
,Yes,5,85,8,62
